SMILES,XLogP,MolecularWeight,Complexity,RefLikeness
CCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.8,420.7,461.5,0.15
CCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.4,406.6,447.5,0.15
CCCCCCCCCCCCCOC(=O)C(CCC(=O)O)S(=O)(=O)O,4.0,394.5,487.8,0.07
CCCCCCCCC(CCCCCCCC(C(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(C(CCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)O)S(=O)(=O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(CCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCOC(=O)C(CCC(=O)O)S(=O)(=O)O,4.0,394.5,487.8,0.07
CCCCCCCCCCCCOC(CCCCCCCCCCC)(O)S(=O)(=O)OO,7.3,466.7,482.5,0.06
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OO)S(=O)(=O)O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OCCCC)S(=O)(=O)O)O,5.4,436.7,491.5,0.08
CCCCCCCCCCCCCCCC(C(=O)C(=O)O)S(=O)(=O)O,4.4,378.5,472.0,0.17
CCCCCCCCCCCCCC(C(=O)OO)S(=O)(=O)O,4.0,338.5,379.5,0.13
CCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.8,420.7,461.5,0.15
CCCCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,7.5,448.7,489.8,0.15
CCCCCCCCCCCCCCCCO.C(C(C(=O)O)S(=O)(=O)O)C(=O)O,4.3,440.6,490.6,0.14
CCCCCCCCC(CCCCCCCC(C(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(C(CCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)O)S(=O)(=O)O,4.2,380.5,434.8,0.16
CCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.8,420.7,461.5,0.15
CCCCCCCCCCCCCCCC(C(=O)C(=O)O)S(=O)(=O)O,4.4,378.5,472.0,0.17
CCCCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,7.5,448.7,489.8,0.15
CCCCCCCCCCCCCCCCCCCCC(C(=O)[O-])S(=O)(=O)O,5.4,419.6,461.5,0.13
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCC(CCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCOC(=O)C(CCC(=O)O)S(=O)(=O)O,4.0,394.5,487.8,0.07
CCCCCCCCC(C(C(CCCCCC)C(=O)OO)S(=O)(=O)O)O,4.0,396.5,464.2,0.14
CCCCCCCCCCCCOC(CCCCCCCCCCC)(O)S(=O)(=O)OO,7.3,466.7,482.5,0.06
CCCCCCCCC(C(CCCCCCCC(=O)OO)S(=O)(=O)O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OCCCC)S(=O)(=O)O)O,5.4,436.7,491.5,0.08
CCCCCCCCCCCCCCCCCCCC(=O)C(CS(=O)(=O)O)O,5.8,420.7,461.5,0.12
CCCCCCCCCC(CCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCCCCO.C(C(C(=O)O)S(=O)(=O)O)C(=O)O,4.3,440.6,490.6,0.14
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OO)S(=O)(=O)O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OCCCC)S(=O)(=O)O)O,5.4,436.7,491.5,0.08
CCCCCCCCC(C(C(CCCCCC)C(=O)OO)S(=O)(=O)O)O,4.0,396.5,464.2,0.14
CCCCCCCCCCCCCOC(=O)C(CCC(=O)O)S(=O)(=O)O,4.0,394.5,487.8,0.07
CCCCCCCCCCCCOC(CCCCCCCCCCC)(O)S(=O)(=O)OO,7.3,466.7,482.5,0.06
CCCCCCCCC(CCCCCCCC(C(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(C(CCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)O)S(=O)(=O)O,4.2,380.5,434.8,0.16
CCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.8,420.7,461.5,0.15
CCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.4,406.6,447.5,0.15
CCCCCCCCCCCCCCCC(C(=O)C(=O)O)S(=O)(=O)O,4.4,378.5,472.0,0.17
CCCCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,7.5,448.7,489.8,0.15
CCCCCCCCCCCCCCCCCCCCCCCCCCC(CS(=O)(=O)O)O,9.0,490.8,478.3,0.09
CCCCCCCCCCCCCCCCCCCCCCCCC(CS(=O)(=O)O)O,8.2,462.8,450.3,0.09
CCCCCCCCCCCCCCCCC(C(=O)O)(O)S(=O)(=O)O,4.5,380.5,448.5,0.19
CCCCCCCCC=CCCCCCCC(CC)(C(=O)O)S(=O)(=O)O,5.8,390.6,498.3,0.16
CC(C)CCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,5.8,392.6,445.1,0.17
CCCCCCCCCCCCCCCCCCCC(=O)C(CS(=O)(=O)O)O,5.8,420.7,461.5,0.12
CCCCCCCCCCCCCC(C(=O)OO)S(=O)(=O)O,4.0,338.5,379.5,0.13
CCCCCCCCCCCCCCCCCC(C(CCCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCCCCC(C(CC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCC(C(CCCCCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCC(C(CCCCCCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCCC(C(CCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCC(C(CCCCCCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCC(C(CCCCCCCCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCC(C(CCCCCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCC(C(CCCCCCCC(=O)O)O)S(=O)(=O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(CCCCCCCC(C(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(C(CCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCCCCCCCCCC(=O)C(CC)(O)S(=O)(=O)O,5.8,406.6,475.0,0.14
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCCCCCCC(C(CCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCCCC(C(CCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCC(C(C(CCCCCC)C(=O)OO)S(=O)(=O)O)O,4.0,396.5,464.2,0.14
CCCCCCCCC(C(CCCCCCCC(=O)OCCCC)S(=O)(=O)O)O,5.4,436.7,491.5,0.08
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(C(CCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCCCCCCCCCC(=O)C(CC)(O)S(=O)(=O)O,5.8,406.6,475.0,0.14
CCCCCCCCC(C(CCCCCCCC(=O)O)O)S(=O)(=O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(CCCCCCCC(C(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.8,420.7,461.5,0.15
CCCCCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,6.4,406.6,447.5,0.15
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCC(CCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCCCCCCC(CCCCC)(O)S(=O)(=O)O,7.8,434.7,449.8,0.11
CCCCCCCCC(C(CCCCCCCC(=O)OO)S(=O)(=O)O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCCCCCC(=O)OCC(CS(=O)(=O)O)O,5.0,422.6,463.5,0.14
CCCCCCCCCCCCCCCCC(C(=O)O)(O)S(=O)(=O)O,4.5,380.5,448.5,0.19
CCCCCCCCCCCC(C(CCCCCCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCC(C(CCCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCC(C(CCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCC(CCCCCCCCCC)(O)S(=O)(=O)O,7.8,434.7,449.8,0.11
CCCCCCCCCCCCCCCCCCCCC(C(CC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCCCCC(C(CC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCCC(CCCCC)(O)S(=O)(=O)O,7.8,434.7,449.8,0.11
CCCCCCCCCC(CCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCCCCCCCC(=O)C(CS(=O)(=O)O)O,5.8,420.7,461.5,0.12
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OO)S(=O)(=O)O)O,4.1,396.5,450.5,0.15
CCCCCCCCC(C(CCCCCCCC(=O)OCCCC)S(=O)(=O)O)O,5.4,436.7,491.5,0.08
CCCCCCCCC(CCCCCCCC(C(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(C(CCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)O)S(=O)(=O)O,4.2,380.5,434.8,0.16
CCCCCCCCCCCCCCCCCC(=O)C(CC)(O)S(=O)(=O)O,5.8,406.6,475.0,0.14
CCCCCCCCCCCCCCCCC(C(CCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCC(C(CCCCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCC(C(=O)O)(O)S(=O)(=O)O,4.5,380.5,448.5,0.19
CCCCCCCCCCCC(C(CCCCCCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCC(C(CCCCCCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCCCCC(C(CC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCC(C(C(CCCCCC)C(=O)OO)S(=O)(=O)O)O,4.0,396.5,464.2,0.14
CCCCCCCCCCCC(C(CCCCCCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCCCCCCCCCCC(C(CCCCC)O)S(=O)(=O)O,7.4,434.7,436.2,0.11
CCCCCCCCC(C(CCCCCCCC(=O)OCCCC)S(=O)(=O)O)O,5.4,436.7,491.5,0.08
CCCCCCCCCCCCCCCC(C(CCCCCCC)S(=O)(=O)O)O,7.4,434.7,436.2,0.11
CCCCCCCCC(CCCCCCCC(C(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCC(C(CCCCCCC(=O)O)S(=O)(=O)O)O,4.2,380.5,434.8,0.16
CCCCCCCCCCCCCCCCCC(=O)C(CC)(O)S(=O)(=O)O,5.8,406.6,475.0,0.14
CCCCCCCCC(C(CCCCCCCC(=O)O)O)S(=O)(=O)O,4.2,380.5,434.8,0.16
CCCCCCCCC(C(C(CCCCCC)C(=O)OO)S(=O)(=O)O)O,4.0,396.5,464.2,0.14
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCCCCCCCC(=O)C(CS(=O)(=O)O)O,5.8,420.7,461.5,0.12
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O,4.1,396.5,450.5,0.15
CCCCCCCCCCCCCCCCCCC(CCCCC)(O)S(=O)(=O)O,7.8,434.7,449.8,0.11
