SMILES,XLogP,MolecularWeight,Complexity,RefLikeness
CCCCCCCCCCCCCCCCCCCCCC(=O)OCCS(=O)(=O)O,7.2,448.7,476.0,0.07
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCC(CCC(=O)OCC(F)(F)S(=O)(=O)O)C(C)C,4.0,358.4,448.8,0.12
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,5.1,386.5,452.0,0.12
CCCCCCCCCCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)O,7.2,448.7,489.8,0.03
CCCCCCCCC(CCCC)COC(=O)CCOS(=O)(=O)O,4.3,366.5,407.3,0.01
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CCCCCCC(CCC(=O)OCC(F)(F)S(=O)(=O)O)C(C)C,4.0,358.4,448.8,0.12
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCCCCCOC(C(F)(F)F)C(F)(F)S(=O)(=O)[O-],4.2,369.4,422.6,0.17
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCCCCCOC(C(F)(F)F)C(F)(F)S(=O)(=O)[O-],4.2,369.4,422.6,0.17
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCCCCCOC(C(F)(F)F)C(F)(F)S(=O)(=O)[O-],4.2,369.4,422.6,0.17
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CCCCCCC(CCC(=O)OCC(F)(F)S(=O)(=O)O)C(C)C,4.0,358.4,448.8,0.12
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCCCCCOC(C(F)(F)F)C(F)(F)S(=O)(=O)[O-],4.2,369.4,422.6,0.17
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCC(CCC(=O)OCC(F)(F)S(=O)(=O)O)C(C)C,4.0,358.4,448.8,0.12
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCC(CCC(=O)OCC(F)(F)S(=O)(=O)O)C(C)C,4.0,358.4,448.8,0.12
CCCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.8,385.5,452.0,0.18
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.7,372.5,437.7,0.12
CCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.0,357.4,423.6,0.18
CCCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,6.3,428.6,494.8,0.1
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.5,400.5,466.2,0.1
CCCCCCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)[O-],4.4,371.5,437.7,0.18
CC(C)CCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.0,386.5,463.7,0.12
CCCCCCCCCCCCCCCCC(=O)OCC(F)(F)S(=O)(=O)O,5.9,414.6,480.5,0.1
CCCCCCC(CCC(=O)OCC(F)(F)S(=O)(=O)O)C(C)C,4.0,358.4,448.8,0.12
CC(C)CCCCCCCCCCOC(=O)C(F)(F)S(=O)(=O)O,4.2,358.4,435.1,0.14
