SMILES
CCCCCCCCCCCC(CCC(CCCCC)O)S(=O)(=O)O
CCCCC(CCCC(C)O)S(=O)(=O)O
CCCCCCCCCCCCCCCC(CCCCCC(CC)O)S(=O)(=O)O
CCCCCCCCCCCCCC(CCCCS(=O)(=O)O)OC
CCCCCCCCCCCCCC(CC(C)O)S(=O)(=O)O
CCCCCCCCCCCCC(CC(CCCCCCCC)O)S(=O)(=O)O
CCCCCCCCCCCCCCC(CCC(CCCCC)S(=O)(=O)O)O
CCCCCCCCCCCC(CCC(C)S(=O)(=O)O)O
CCCCCCCCCCCCCCCCCCC(CCCCCO)S(=O)(=O)O
CCCCCCC(CCCCCCCCCC(CCC)O)S(=O)(=O)O
CCCCCC(CCC(C)O)S(=O)(=O)O
CCCCCCCCC(CCCCC(C)S(=O)(=O)O)O
CCCCCCCCCCC(CCC(CCCC)S(=O)(=O)O)O
CCCCCCC(CCCCCCCCCCCC(CC)O)S(=O)(=O)O
CCCCCCCCCCCCCCCCCCCCC(CCCO)S(=O)(=O)O
CCCCC(CCCCCC(CCC)S(=O)(=O)O)O
CCCCCCCCCCCCCCCC(CCCCCCCS(=O)(=O)O)O
CCCCCC(CCCCCCCCCCC(CC)O)S(=O)(=O)O
CCCCCCCC(CCCCCCCCCCCCC(C)S(=O)(=O)O)O
CCCCCCC(CCCCCCCCC(CCCC)O)S(=O)(=O)O
CCCCCC(CCCCC(CCC)O)S(=O)(=O)O
CCCCCCC(CCCCCCCCCCCCCC(C)O)S(=O)(=O)O
CCCCCCCC(CCCCCCC(CC)O)S(=O)(=O)O
CCCCCCCCCCCCC(CCCCC(CC)S(=O)(=O)O)O
CCCCCCC(CCCCCCCCCCCCC(CCC)S(=O)(=O)O)O
CCCCCCCC(CCCCCCCCCCCCC(CC)O)S(=O)(=O)O
CCCC(CCCCCCCCS(=O)(=O)O)O
CCCCCCCCCCCCCC(CCC(CCCCCC)O)S(=O)(=O)O
CCCCCCCCCCCCCCCC(CC(CCC)O)S(=O)(=O)O
CCC(CCCCCCCCCCCCCC(C)S(=O)(=O)O)O
CCCCCCCC(CCCCCCC(CCCC)O)S(=O)(=O)O
CCCCCCCCCCCCCCCCC(CC(CC)O)S(=O)(=O)O
