SMILES
CCCCCCCCC=CCCCCCCCCOCCOS(=O)(=O)[O-].[Mg+2]
CCCCC(CC)COC(=O)C(CC(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
CCCCC(CC)COC(=O)CC(C(=O)OCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC)S(=O)(=O)[O-].[Na+]
CC(CCCOS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)OS(=O)(=O)O)OS(=O)(=O)O)C
CC(CCCOS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)OS(=O)(=O)O)O)C
CC(CCCOS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)OS(=O)(=O)O)C
CC(CCCOS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)OS(=O)(=O)O)O)C
CC(CCCOS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)O)C
CS(=O)(=O)OCC1CCCCC1CO
CS(=O)(=O)OCCCCCCCCCCC(=O)Cl
CCCCOS(=O)(=O)[O-].[K+]
CCCCOS(=O)(=O)O
CCCCOS(=O)(=O)[O-].[Na+]
CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCO)C)C)OS(=O)(=O)O
[H-].CCCCOS(=O)(=O)C1(CC1)CC.CCC1(CC1)S(=O)(=O)O.[K+]
CC(=O)CCCCC(=O)O.CC(=O)CCCCC(=O)OC.OS(=O)(=O)O
CC(=C)C.CC(C)(C)CCOS(=O)(=O)O.CC(C)(C)CCOS(=O)(=O)OCCC(C)(C)C.C=C.OS(=O)(=O)O
C.CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]
CS(=O)(=O)OCC1CCCCC1CO
CCCCCCCCCCCCOS(=O)(=O)[O-].CC(C[NH3+])O
CCCOCCOCCOCCOCC(C(C)(C)C)OS(=O)(=O)C
CCCCCC=CCC=CCCCCCCCC(=O)OCC(CCCCOS(=O)(=O)C)COC(=O)CCCCCCCC=CCC=CCCCCC
CCCCCCCC(=O)OCC(COCCOS(=O)(=O)C)COC(=O)CCCCCCC
CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CCCCOS(=O)(=O)C)COC(=O)CCCCCCCC=CCC=CCC=CCC
CCCCCCCCCCCCOC(=O)CC(C(=O)[O-])S(=O)(=O)[O-]
CCCCCCCCCCCC(=O)OCC(C)S(=O)(=O)[O-]
CCCCCCC(CC=CCCCCCCCCOCC(COC(=O)CCCCCCCC(C)C(C)CC(CCCCCC)OS(=O)(=O)O)OCCCCCCCCC=CCC(CCCCCC)OS(=O)(=O)O)OS(=O)(=O)O
CCCC(C(CC)S(=O)(=O)O)O
CCCC(C(CC)O)S(=O)(=O)O
CCCCCCCCCCCCC(CC(=O)[O-])(C(=O)[O-])S(=O)(=O)O.CCCCCCCCCCCCC(CC(=O)[O-])(C(=O)[O-])S(=O)(=O)O.[Na+].[Na+].[Na+].[Na+]
CCCCCCCCCCCCCCCCCCCCCCCCOS(=O)(=O)C(F)(F)F
CC(C)CCCC(C)CCOS(=O)(=O)C(F)(F)F
CCCCCCCCC(CCCCCC)C(=O)OCCCCCCOS(=O)(=O)C
CC(C)(C)OCCC1CC(C1)COS(=O)(=O)C
CC(C)(C)OCCC1CC(C1)CS(=O)(=O)OC
CCCCC(CC)COP(=O)(OC(C(CC)CCCC)S)OS
CCCCCCCCCCCCCCCCCCS(C)(C)COS(=O)(=O)OCS(C)(C)CCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCCS(C)(C)OS(=O)(=O)OC
CCCCCCCCCCCCCCCCC(C(C)(C)O)S(=O)(=O)O
CC(C)CCCCCCCCCCCCCCC(=O)C(CC(=O)O)(C(=O)O)S(=O)(=O)O
CCCCCCCCCCCCCCCCCC(=O)C(CC(=O)O)(C(=O)O)S(=O)(=O)O
CCCCCCCCCCCCCCCCCC(=O)C(CC(=O)[O-])(C(=O)[O-])S(=O)(=O)O.[Na+].[Na+]
[Li+].CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCOS(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCCCCOS(=O)(=O)[O-].C[NH+](C)C
CCCCCCC(CCCC)COC(=O)CCCCCCCOCC(COCCOCCOCCOCCOS(=O)(=O)C)OCCCCCCCC(=O)OCC(CCCCC)CCCCC
CCCCCCC(CCCC)C(=O)OCCCCCCOCC(COC(C)OCCOCCOCCOS(=O)(=O)C)OCCCCCCOC(=O)C(CCCC)CCCCCC
CCCCCCCCC(CCCCCC)COC(=O)CCCCCC(CCCCCC(=O)OCC(CCCCCC)CCCCCCCC)COS(=O)(=O)C
CCCCCCCCC(CCCCCC)COC(=O)CCCCCC(CCCCCC(=O)OCC(CCCCCC)CCCCCCCC)CCCOS(=O)(=O)C
CCCCCCCCC(CCCCCCCC)COC(=O)CCOCCOS(=O)(=O)C
CS(=O)(=O)OCCC(CCCCCC(=O)O)CCCCCC(=O)O
CCCCCCOC(=O)OCCS(=O)(=O)O
CCCCCCCCCCCCCCCCOC(=O)CC(C(=O)O)S(=O)(=O)[O-].[Na+]
CCCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCOCC(COCCOCCOCCOCCOS(=O)(=O)C)OCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
CC(OCCCCCC(O)OC(C)(C)C)OCCOCCCCCCOS(=O)(=O)C
CCCCCCCC=CCCCCCCCC(C)OC(CC)CS(=O)(=O)O
CC.CC.CCC(CS(=O)(=O)O)OC(C)CCCCCCCC=CCCCCCC[CH2-].[Y]
CCCCCC(CCC)C1OC(CS1)COS(=O)(=O)O
CCCCCCCCC=CCCCCCCCC(C)OC(CC)COS(=O)(=O)O
CCCCCCCCCC(CC)C(C)OC(CC)COS(=O)(=O)O
CCCCCCCCS(=O)(=O)OCCC
CCCCCCCCCC(C)(C)OS(=O)(=O)OCC
CC(C)CCCCCCCCCCCCCCC[O-].C(C(C(=O)[O-])S(=O)(=O)O)C(=O)O.[Na+].[Na+]
CCCCCCCCCCCCCCCCCCC(C)(C)OS(=O)(=O)O
CCCCCCCCCCCCCCCCCCC(C)(C)OS(=O)(=O)[O-].[NH4+]
CC(CCCS(=O)(=O)O)C(=C=O)C
CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCOCC(COCCOCCOCCOCCOS(=O)(=O)C)OCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC
CCCCCCCCCOC(=O)CCCCCCCOCC(COCCOCCOCCOCCOS(=O)(=O)C)OCCCCCCCC(=O)OCCCCCCCCC
CCCCCCCCCCCCCCCCCCOC(=O)CCS(=O)(=O)CCC(=O)OCCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCC(CC)(CC)OS(=O)(=O)O
CCCCCCCCCCCCCCCCCC(CC)(CC)OS(=O)(=O)[O-].[NH4+]
CCCCCCCCCCC(C(=O)[O-])S(=O)(=O)O.[K+]
CS(=O)(=O)OCCCCCCCCCCOOOOOS(=O)(=O)C
CC(C)CC(C#C)OS(=O)(=O)O
CCCCCCCCC(CCCCCCCC)CC(=O)OCC(CCCCOS(=O)(=O)C)COC(=O)CCCCC
CCCCCCCCCC(CCCCC)COC(=O)CCOCC(COS(=O)(=O)C)OCCC(=O)OCC(CCCCCC)CCCCCCCC
CCCCCCCCC(CCCCCC)CC(=O)OCC(CCCCOS(=O)(=O)C)COC(=O)CC(CCCCCC)CCCCCCCC
CCCCCCCC(=O)OCC(CCCCOS(=O)(=O)C)COC(=O)CCCCCCC
CCCCCCCCC(CCCCCC)CC(=O)OCC(CCCCOS(=O)(=O)C)COC(=O)CCCCCCCC=CCC=CCCCCC
CCCCCCOP(=S)(O)SCC
CCCC(C(CC(C)C)O)S(=O)(=O)O
CCCC(C(CC(C)C)O)S(=O)(=O)[O-]
CCCC(C(CC(C)C)S(=O)(=O)O)O
CCCCCCCCCC1OCC(O1)CS(=O)(=O)O
CCCCCCCCCCCCC1OCC(O1)OS(=O)(=O)O
CCCCCCCC(CCCC)C1OCC(CO1)OS(=O)(=O)O
CCCCCCC(CCCCC)C1OCC(O1)COS(=O)(=O)O
CCCCC(CC)C1OCC(CO1)COS(=O)(=O)O
CCCCCCCCCCCC1OCC(O1)COS(=O)(=O)O
CCCCCCCCCCCCC1OCC(O1)COS(=O)(=O)O
CCCCCCCCCCC1OCC(O1)COS(=O)(=O)O
CCCCCCCCC(CCC)C1OCC(O1)COS(=O)(=O)O
CCCCCC(CCC)C1OCC(O1)COS(=O)(=O)O
CCCCCCC(CCCCC)C1OCCC(O1)COS(=O)(=O)O
CCCCCCCCC=CCCCCCCCC1OCC(O1)COS(=O)(=O)O
CCCCCC(CCC)C1OCC(CO1)COS(=O)(=O)O
CCCCCCCCCCCCCCCC1OCC(CO1)OS(=O)(=O)O
CCCCCCCCC(CCC)C1OCCC(O1)COS(=O)(=O)O
CCCCCCCCCCCCCCCC1OCC(O1)COS(=O)(=O)O
CCCCCCCCC(CCC)C1OCC(CO1)OS(=O)(=O)O
CCCCCCCCC=CCCCCCCCC1OCC(CO1)OS(=O)(=O)O
