SMILES
CCCCCCCCC(CCCCCCCC(C(=O)OO)O)S(=O)(=O)O
CCCCCCCCCCCCOC(=O)C(CCC(=O)O)S(=O)(=O)O
CCCCCCCCCCCCCOC(=O)C(CCC(=O)O)S(=O)(=O)O
CCCCCCC(CC(CS(=O)(=O)O)S(=O)(=O)O)C(=O)OO
CCCCCCCC(=O)O.C(CCCS(=O)(=O)O)CCC(C(=O)O)S(=O)(=O)O
CCCCCCCCCC(CCCCCCCC(=O)OOO)S(=O)(=O)O
CCCCCCCCCCCCOC(=O)C(CC(=O)O)(S(=O)(=O)O)S(=O)(=O)O
CCCCCCCCCCCCCCCCC(CCS(=O)(=O)O)(C(=O)O)S(=O)(=O)O
CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCCC(=O)O)CS(=O)(=O)O
CCCCCCCCCCCCCCCC(=O)O.C(CCCCCCCS(=O)(=O)O)CCCCCCC(C(=O)O)S(=O)(=O)O
CCCCCCCCCCCCC(=O)OC(CC(=O)O)S(=O)(=O)O
CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCCC(=O)O)C(CC)S(=O)(=O)O
CCCCCCCCC(C(CCCCCCCC(=O)O)S(=O)(=O)O)OS(=O)(=O)O
CCCCCCCCC(C(CCCCCCCC(=O)OO)S(=O)(=O)O)O
CCCCCCCCCCCCOC(CCCCCCCCCCC)(O)S(=O)(=O)OO
CCCCCCCCCCCC(=O)OC(CCCCCCCC(=O)O)C(CC)S(=O)(=O)O
CCCCCCCCCCOC(=O)C(CCCC(=O)O)S(=O)(=O)O
CCCCCCCCCCCCC(=O)OC(CCCCCCCC(=O)O)C(CC)S(=O)(=O)O
CCCCCCCCC(C(CCCCCCCOO)S(=O)(=O)O)O
CCCCCCCCC(C(CCCCCCCC(=O)OO)O)S(=O)(=O)O
CCCCCCCCCCCCCCOOC(=O)C(CC(=O)O)S(=O)(=O)O
CCCCCCCCCCCCCC(=O)O.C(CCCCCCS(=O)(=O)O)CCCCCC(C(=O)O)S(=O)(=O)O
CCCCCCC(CCCCCO)C(=O)CC(C(=O)O)S(=O)(=O)O
CCCCCCCCCCCCC(CC(=O)O)(C(=O)OC(CC)O)S(=O)(=O)O
CCCCCCCCCC(=O)OC(CCCCCCCC(=O)O)CS(=O)(=O)O
CCCCCCCCCCCCCCCCOOC(=O)C(CC(=O)O)S(=O)(=O)O
CCCCCCCOC(C)C(CCCCCCCC(=O)O)S(=O)(=O)O
CCCCCCCCCCCC(=O)OCCC(O)S(=O)(=O)O
CCCCCCCCC(C(CCCCCCCC(=O)OCCCC)S(=O)(=O)O)O
CCCCCCCCCC(CCCCCCC(C(=O)OO)O)S(=O)(=O)O
CCCCCCCCC(C(C(CCCCCCC(=O)OO)O)S(=O)(=O)O)S(=O)(=O)O
CCCCCCCCCCCCOS(=O)(=O)O.C(C(C(=O)O)S(=O)(=O)O)C(=O)O
