SMILES
CCCCCCCCCCCCCOC(=O)CC(C(=O)OCCCCCCCCCCCCC)S(=O)(=O)O
CCCCCCCCCCCCCCCCCCCCOC(=O)CC(C(=O)OC=CC)S(=O)(=O)O
CCCCC(CC)COC(=O)C(F)(F)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCC(C(=O)OCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCOC(=O)C(CC=O)S(=O)(=O)O
CCCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCC(C(=O)OCC)S(=O)(=O)O
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)OC(=O)CC(C(=O)OS(=O)(=O)C(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)S(=O)(=O)O
CCCCCCCCCCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCCCCCCCCCOC(=O)CC(C(=O)OCCCCCCCCCCCCCCCCCC)S(=O)(=O)O
CCCCC(C)COC(=O)C(F)(F)S(=O)(=O)O
CCCCCCCCC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCCCCOC(=O)CC(C(=O)OCCCCCCCCCCCCC)S(=O)(=O)O
CCCCCCCCCCCCOC(=O)C(CC)S(=O)(=O)O
CCCCC(CC)COC(=O)C(CC(=O)OCC)S(=O)(=O)O
CCCCCCCCCCCCCCC(C(=O)OCCCCC)S(=O)(=O)O
CCCCCCCCCCC(C(=O)OCC(C)C)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCCCCCOC(=O)C(CC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCCCCCCC(=O)OC(=O)CC(C(=O)OCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCCCCCCCCCOC(=O)CC(C(=O)OC=CC)S(=O)(=O)O
CCCCCCCCOC(=O)CC(C(=O)OCC)S(=O)(=O)O
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCCC(=O)OC(=O)C(CC(=O)OOCC)S(=O)(=O)O
CCCCCCCCCCCCCCC(C(=O)OCCCCCCCCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCCCCCCCCCCCOC(=O)CC(C(=O)OC=CC)S(=O)(=O)O
CCCCC(C)COC(=O)C(CC(=O)OCC(CC)CCCC)S(=O)(=O)O
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
