SMILES
CCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)OS(=O)(=O)O
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
CCCCC(C)(C)OS(=O)(=O)O
CCCCC(CC)CCC(CCC(CC)CC)OS(=O)(=O)O
CCCCCCCCCCCCCC(C)OS(=O)(=O)O
CCCCCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCCCCCC)C(C)OS(=O)(=O)O
CCCCCCCCCCC(CCCCCCC)OS(=O)(=O)O
CCCCCCCCCCCCCCCCCCCCCC(C)(C)OS(=O)(=O)O
CCCCCCCCC(CCCCCCC)C(C)(C)OS(=O)(=O)O
CCCCCCCCCCCCC(C)OS(=O)(=O)O
CCCCCC(CCCC)OS(=O)(=O)O
CCCCCCCC(CCCCCC)OS(=O)(=O)O
CCCC(C)OS(=O)(=O)O
CCCCCCC(CCCC)OS(=O)(=O)O
CCCCCCCCCCCCCCCC(C)OS(=O)(=O)O
CCCCCCCCCC(CCCCCCCC)OS(=O)(=O)O
CCCC(C)CC(C)(C)OS(=O)(=O)O
CCCCCCCCCCCCCCCCC(C)C(C)(CC)OS(=O)(=O)O
CCCCCCC(C)OS(=O)(=O)O
CCCCCCCCCCC(CCCCCCCCCCC(C)CC)OS(=O)(=O)O
CCCCCCCC(CCCCCC(C)C)OS(=O)(=O)O
CCCCCCCCCC(C(C)CCCC)OS(=O)(=O)O
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)OOS(=O)(=O)O
CCCCCCCCCCCCC(C)C(C)OS(=O)(=O)O
CCCCCCCCCCCCCCCCC(C)OS(=O)(=O)O
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
CCCCCCCCCCCCCCCC(=O)C(CC(CC)OS(=O)(=O)O)C(=O)CCCCCCCCCCCCCCC
CCCCCCCCC(CCC)OC(CCC)C(CCCCCCC)OS(=O)(=O)O
CCCCCCCC(CCC)OS(=O)(=O)O
CCCCCCCCC=CCCCCCCCCC(C)(C)OS(=O)(=O)O
CCCCCCCCCC(CC)OS(=O)(=O)O
CCCCC(CCC)OS(=O)(=O)O
