SMILES
CCCCC(CC)CCC(CC(CC)CC)OS(=O)(=O)O
CCCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
CCCCCCCCC=CCCCCCCCCC(CC)C(C)(C)OS(=O)(=O)O
CCCCCCCCCCC(C)(C)OS(=O)(=O)O
CCCCCCCCCCC(CCC)OS(=O)(=O)O
CCCCCCCCCCC(CCCCCCCCC)OS(=O)(=O)O
CCCCC(CC)CCC(CC)OS(=O)(=O)O
CCCCCCCCCCC(C)OS(=O)(=O)O
CCCCC(CCC)OS(=O)(=O)O
CCCCCCCCCCCCCCCCC(C)C(C)(CC)OS(=O)(=O)O
CCCCCCCCC(CCCCCCCCC(=O)OC(C)C)OS(=O)(=O)O
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)OS(=O)(=O)O
CCCCCCCC(CC)OS(=O)(=O)O
CCCCC(CC)OS(=O)(=O)O
CCCCCCCCCCC(C)(C)C(C)(C)OS(=O)(=O)O
CCCCCC(CCCC)OS(=O)(=O)O
CCCCCCCCCCCCC(C)(C)OCCC(C)(C)OS(=O)(=O)O
CCCCCC(CC)OS(=O)(=O)O
CCCCCCCCC(CC)OS(=O)(=O)O
CCCCCCCCCCCCCCCCC(CCCCCCCCC)OS(=O)(=O)O
CCCCC(CC)CCC(CCC(CC)CC)OS(=O)(=O)O
CCCCCCCCC(CC(C)CCC)OS(=O)(=O)O
CCCCCCCCCC(CCCCCCCC)OS(=O)(=O)O
CCCCCCCCC(C)C(C)(CC)OS(=O)(=O)O
CCCCCCCCCC(CCCCC)OS(=O)(=O)O
CCC(CC)CCC(CC(CC)CC)OS(=O)(=O)O
CCCCCCCCCC(C)OS(=O)(=O)O
CCCCCCCCCCCCCCCCCCCCCCC(C)(CCCCCCCCCCCCCCCCC)OS(=O)(=O)O
CCCCCCCCCCCCCCC(CC)OS(=O)(=O)O
CCCCCCCCC(CCCCCCCC)C(CCCCCCCC)OS(=O)(=O)O
CCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)OS(=O)(=O)O
CCCCCCCCCCCCCCCC(=O)CC(C)(C)OS(=O)(=O)O
CCCCCCC(C(C)C)OS(=O)(=O)O
CCCCCCCCC(CC=CCCCCCC)OS(=O)(=O)O
CCCCCCCCCCCCCCCCC(CC)OS(=O)(=O)O
CCCCCC(C(C)C)OS(=O)(=O)O
CC(C)CCC(CCCCCCCCC(=O)C)OS(=O)(=O)O
CCCCCCC(CC)OS(=O)(=O)O
CCCCCCCCCCC(CCCCCCC)OS(=O)(=O)O
